0 f = 9.373657253216042e+13 Hz
1 f = 9.139134489852112e+13 Hz
2 f = 8.931207091405742e+13 Hz
3 f = 8.384793230372255e+13 Hz
4 f = 4.351968804691482e+13 Hz
5 f = 4.279435991279957e+13 Hz
6 f = 4.248005105468296e+13 Hz
7 f = 4.144041406245111e+13 Hz
8 f = 3.396953428106407e+13 Hz
9 f = 3.312331812459628e+13 Hz
10 f = 3.000440714790072e+13 Hz
11 f = 2.425013728391976e+13 Hz
12 f = 2.292036903804180e+13 Hz
13 f = 1.358781371242563e+13 Hz
14 f = 1.112169805643379e+13 Hz
15 f = 7.108215714329420e+12 Hz
16 f = 6.407065184684682e+12 Hz
17 f = 5.971868304215533e+12 Hz
18 f = 5.705914655039943e+12 Hz
19 f = 5.536671423746386e+12 Hz
20 f = 4.932231311983679e+12 Hz
21 f = 4.231080782338941e+12 Hz
22 f = 3.384864625871153e+12 Hz
23 f = 2.998022954343021e+12 Hz
24 f = 2.998022954343021e+12 Hz
25 f = 2.998022954343021e+12 Hz
26 f = 2.998022954343021e+12 Hz
