0 f = 1.105883628481047e+14 Hz
1 f = 9.733903559826616e+13 Hz
2 f = 9.303542200251569e+13 Hz
3 f = 9.172983136110822e+13 Hz
4 f = 8.977144539899708e+13 Hz
5 f = 8.730532974300523e+13 Hz
6 f = 4.622757974761173e+13 Hz
7 f = 4.489781150173379e+13 Hz
8 f = 4.477692347938125e+13 Hz
9 f = 3.856327913046063e+13 Hz
10 f = 3.815225985446200e+13 Hz
11 f = 3.786212860081589e+13 Hz
12 f = 2.439520291074281e+13 Hz
13 f = 2.069602942675505e+13 Hz
14 f = 1.822991377076321e+13 Hz
15 f = 1.561873248794832e+13 Hz
16 f = 1.189538139949005e+13 Hz
17 f = 8.583049587030424e+12 Hz
18 f = 7.229103736681962e+12 Hz
19 f = 6.068578722097566e+12 Hz
20 f = 6.068578722097566e+12 Hz
21 f = 5.512493819275877e+12 Hz
22 f = 5.149829752218254e+12 Hz
23 f = 4.811343289631138e+12 Hz
24 f = 4.231080782338941e+12 Hz
25 f = 3.554107857164710e+12 Hz
26 f = 3.336509416930137e+12 Hz
27 f = 2.998022954343021e+12 Hz
28 f = 2.998022954343021e+12 Hz
29 f = 2.998022954343021e+12 Hz
30 f = 2.998022954343021e+12 Hz
31 f = 2.998022954343021e+12 Hz
32 f = 2.998022954343021e+12 Hz
