0 f = 1.114104014001020e+14 Hz
1 f = 1.096212586692843e+14 Hz
2 f = 9.559824807638955e+13 Hz
3 f = 9.301124439804517e+13 Hz
4 f = 9.156058812981467e+13 Hz
5 f = 8.803065787712048e+13 Hz
6 f = 4.567149484479005e+13 Hz
7 f = 4.136788124903959e+13 Hz
8 f = 4.078761874174738e+13 Hz
9 f = 3.280900926647967e+13 Hz
10 f = 2.804602118578955e+13 Hz
11 f = 2.717562742485126e+13 Hz
12 f = 2.130046953851775e+13 Hz
13 f = 2.088945026251911e+13 Hz
14 f = 1.774636168135304e+13 Hz
15 f = 1.665836948018017e+13 Hz
16 f = 1.619899499524052e+13 Hz
17 f = 1.508682518959714e+13 Hz
18 f = 1.431314184654088e+13 Hz
19 f = 1.141182931007989e+13 Hz
20 f = 8.921536049617539e+12 Hz
21 f = 7.978609475267717e+12 Hz
22 f = 6.987327691976879e+12 Hz
23 f = 6.479597998096207e+12 Hz
24 f = 5.899335490804009e+12 Hz
25 f = 5.367428192452828e+12 Hz
26 f = 4.279435991279958e+12 Hz
27 f = 3.989304737633858e+12 Hz
28 f = 3.118910976695562e+12 Hz
29 f = 2.998022954343021e+12 Hz
30 f = 2.998022954343021e+12 Hz
31 f = 2.998022954343021e+12 Hz
32 f = 2.998022954343021e+12 Hz
