0 f = 1.111686253553969e+14 Hz
1 f = 1.029965950443651e+14 Hz
2 f = 9.141552250299164e+13 Hz
3 f = 9.107703604040452e+13 Hz
4 f = 9.047259592864180e+13 Hz
5 f = 8.745039536982828e+13 Hz
6 f = 4.777494643372427e+13 Hz
7 f = 4.482527868832227e+13 Hz
8 f = 4.460768024808769e+13 Hz
9 f = 3.853910152599012e+13 Hz
10 f = 3.822479266787352e+13 Hz
11 f = 3.798301662316843e+13 Hz
12 f = 2.628105605944245e+13 Hz
13 f = 1.951132680770014e+13 Hz
14 f = 1.619899499524052e+13 Hz
15 f = 1.479669393595104e+13 Hz
16 f = 1.322514964536800e+13 Hz
17 f = 1.179867098160802e+13 Hz
18 f = 9.525976161380244e+12 Hz
19 f = 8.679760004912456e+12 Hz
20 f = 7.591767803739585e+12 Hz
21 f = 6.479597998096207e+12 Hz
22 f = 5.657559446098927e+12 Hz
23 f = 5.512493819275877e+12 Hz
24 f = 4.666277662808089e+12 Hz
25 f = 4.303613595750465e+12 Hz
26 f = 3.650818275046743e+12 Hz
27 f = 3.239798999048104e+12 Hz
28 f = 2.998022954343021e+12 Hz
29 f = 2.998022954343021e+12 Hz
30 f = 2.998022954343021e+12 Hz
31 f = 2.998022954343021e+12 Hz
32 f = 2.998022954343021e+12 Hz
33 f = 2.998022954343021e+12 Hz
34 f = 2.998022954343021e+12 Hz
35 f = 2.998022954343021e+12 Hz
